Gene ID	Gene Symbol	h1a TPM	h1a Read Count	h1b TPM	h1b Read Count	h2a TPM	h2a Read Count	h2b TPM	h2b Read Count	h2c TPM	h2c Read Count	h1a FPKM	h1b FPKM	h2a FPKM	h2b FPKM	h2c FPKM
11041	B4GAT1	24.86	487.0	0.0	0.0	10.32	219.0	5.83	27.0	0.0	0.0	22.29	0.0	8.22	5.41	0.0
11043	MID2	3.58	292.0	0.0	0.0	0.66	59.0	1.15	35.81	0.58	37.0	3.21	0.0	0.53	1.07	0.65
11044	TENT4A	11.63	456.0	0.43	1.0	16.86	732.0	3.58	32.0	2.07	41.0	10.42	0.31	13.43	3.32	2.31
11045	UPK1A	0.09	1.0	0.0	0.0	0.33	4.0	0.0	0.0	0.0	0.0	0.08	0.0	0.26	0.0	0.0
11046	SLC35D2	28.09	354.0	0.0	0.0	27.36	368.0	12.77	34.0	20.63	124.0	25.18	0.0	21.8	11.85	23.04
11047	ADRM1	272.73	3451.0	129.2	122.0	251.36	3455.0	232.05	706.0	147.43	910.0	244.47	94.3	200.29	215.31	164.65
1105	CHD1	4.66	227.0	8.34	44.0	15.14	774.0	10.32	121.0	8.29	203.0	4.18	6.09	12.06	9.58	9.26
11051	NUDT21	6.11	285.0	0.0	0.0	31.75	1609.0	15.52	170.0	13.69	308.0	5.48	0.0	25.3	14.4	15.29
11052	CPSF6	7.7	552.0	0.0	0.0	20.74	1613.0	11.09	186.0	5.98	206.0	6.91	0.0	16.53	10.29	6.68
11054	OGFR	104.67	2528.0	0.0	0.0	68.06	1783.0	31.93	182.0	12.99	152.0	93.83	0.0	54.23	29.62	14.51
11056	DDX52	3.27	226.0	5.44	23.38	8.77	660.0	5.35	87.3	5.5	183.43	2.93	3.97	6.99	4.96	6.14
11057	ABHD2	10.07	816.0	11.03	63.02	13.23	1326.0	4.2	91.96	3.11	117.62	9.03	8.05	10.54	3.9	3.48
11059	WWP1	6.48	279.88	0.0	0.0	16.76	797.34	2.8	28.01	6.47	142.84	5.8	0.0	13.36	2.6	7.22
110599563	LY6G6F-LY6G6D	0.0	0.0	0.0	0.0	19.33	242.72	4.98	13.8	10.89	61.96	0.0	0.0	15.4	4.62	12.17
110599564	EEF1AKMT4	29.51	233.0	48.05	24.0	45.63	387.0	56.92	108.0	30.84	120.0	26.45	35.07	36.36	52.82	34.44
110599588	ASDURF	0.31	1.32	0.0	0.0	2.09	9.51	0.0	0.0	2.32	5.02	0.28	0.0	1.66	0.0	2.59
1106	CHD2	10.54	967.0	0.0	0.0	12.78	1344.0	6.44	112.0	4.85	218.0	9.45	0.0	10.18	5.98	5.42
11060	WWP2	16.4	601.0	6.03	14.0	40.78	1758.0	4.93	44.0	5.97	107.0	14.7	4.4	32.5	4.58	6.66
11062	DUS4L	5.02	105.33	0.0	0.0	4.56	106.63	3.03	15.0	2.46	25.0	4.5	0.0	3.64	2.81	2.74
11063	SOX30	0.09	2.0	0.0	0.0	0.09	2.0	0.0	0.0	0.39	4.0	0.08	0.0	0.07	0.0	0.43
11064	CNTRL	2.89	178.0	0.0	0.0	3.04	210.0	0.0	0.0	0.4	12.0	2.59	0.0	2.42	0.0	0.44
11065	UBE2C	77.27	432.0	0.0	0.0	276.54	1663.0	73.58	101.0	52.77	144.0	69.26	0.0	220.35	68.28	58.93
11066	SNRNP35	28.27	289.0	117.18	99.0	40.32	444.0	17.09	49.0	7.82	48.0	25.34	85.53	32.12	15.86	8.73
11067	DEPP1	4.03	84.0	0.0	0.0	11.23	254.0	4.87	24.0	0.49	5.0	3.61	0.0	8.95	4.52	0.55
11068	CYB561D2	17.26	173.0	0.0	0.0	26.56	292.0	3.42	8.0	12.08	58.0	15.47	0.0	21.16	3.17	13.49
11069	RAPGEF4	8.43	338.0	19.75	45.0	0.26	11.0	0.0	0.0	0.0	0.0	7.56	14.42	0.2	0.0	0.0
1107	CHD3	2.43	194.0	0.0	0.0	23.95	2079.0	13.04	239.0	7.38	282.0	2.18	0.0	19.08	12.09	8.24
11070	TMEM115	36.78	762.0	43.81	56.0	49.74	1117.0	13.68	67.0	12.73	128.0	32.97	31.98	39.63	12.69	14.22
11072	DUSP14	6.58	91.0	27.01	44.0	15.8	234.0	59.63	192.0	49.04	325.0	5.9	19.71	12.59	55.33	54.78
11073	TOPBP1	5.43	312.01	22.34	84.56	18.66	1169.04	17.58	255.96	5.04	150.74	4.86	16.3	14.87	16.31	5.63
11074	TRIM31	16.25	313.0	0.0	0.0	17.95	380.0	37.78	177.0	41.38	384.0	14.57	0.0	14.3	35.05	46.21
11075	STMN2	0.0	0.0	0.0	0.0	0.1	2.0	1.44	6.0	0.12	1.0	0.0	0.0	0.08	1.33	0.13
11076	TPPP	0.51	37.0	5.84	23.0	9.84	693.0	1.78	27.0	0.19	6.0	0.46	4.26	7.84	1.65	0.22
11077	HSF2BP	0.64	31.0	0.0	0.0	0.8	20.0	0.0	0.0	0.0	0.0	0.57	0.0	0.64	0.0	0.0
11078	TRIOBP	30.97	1348.0	111.8	347.3	24.91	1178.0	13.14	117.0	6.86	164.0	27.77	81.6	19.85	12.19	7.66
11079	RER1	102.41	3190.41	0.0	0.0	73.68	2492.33	28.84	211.67	29.17	439.52	91.8	0.0	58.71	26.76	32.58
1108	CHD4	25.15	1743.0	7.81	33.0	85.11	6424.0	17.11	278.0	12.29	411.0	22.55	5.7	67.82	15.87	13.73
11080	DNAJB4	3.61	102.0	0.0	0.0	3.56	113.0	3.06	20.0	6.14	82.0	3.23	0.0	2.84	2.84	6.85
110806279	SMIM28	0.0	0.0	0.0	0.0	0.0	0.0	11.62	31.0	1.28	7.0	0.0	0.0	0.0	10.78	1.43
110806280	CCDC194	0.17	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0
110806298	C17orf113	0.84	33.0	24.21	58.03	2.14	91.0	30.15	277.6	3.76	71.08	0.76	17.67	1.7	27.98	4.2
11082	ESM1	19.27	390.0	0.0	0.0	1.27	28.0	0.0	0.0	0.0	0.0	17.27	0.0	1.01	0.0	0.0
11083	DIDO1	18.86	1364.0	0.0	0.0	21.16	988.0	4.61	31.0	3.67	82.0	16.91	0.0	16.86	4.28	4.1
11085	ADAM30	0.23	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0
1109	AKR1C4	38.05	394.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.11	0.0	0.0	0.0	0.0
11091	WDR5	38.64	1251.0	31.95	62.0	43.96	1556.0	3.62	27.0	10.98	170.0	34.64	23.32	35.03	3.36	12.27
11092	SPACA9	11.93	123.49	24.9	34.94	3.75	39.0	29.11	121.65	6.56	61.78	10.69	18.17	2.99	27.01	7.33
11093	ADAMTS13	3.92	145.0	0.0	0.0	2.94	122.0	0.0	0.0	0.18	3.0	3.51	0.0	2.34	0.0	0.2
11094	CACFD1	24.22	693.0	0.0	0.0	9.37	288.0	9.69	62.0	3.28	53.0	21.71	0.0	7.47	8.99	3.66
11095	ADAMTS8	0.06	2.0	0.0	0.0	0.13	5.0	0.0	0.0	0.0	0.0	0.05	0.0	0.1	0.0	0.0
11096	ADAMTS5	0.21	22.0	1.86	12.0	0.2	23.0	1.25	31.0	0.2	10.0	0.19	1.36	0.16	1.16	0.22
11097	NUP42	68.88	1028.0	0.0	0.0	32.24	517.0	5.5	19.0	11.26	86.0	61.74	0.0	25.69	5.11	12.57
11098	PRSS23	3.34	130.0	0.0	0.0	43.91	1857.0	3.5	32.0	4.52	85.0	2.99	0.0	34.99	3.24	5.05
11099	PTPN21	4.13	263.0	0.0	0.0	1.46	103.0	0.18	3.0	0.88	25.0	3.7	0.0	1.16	0.17	0.99
111	ADCY5	4.58	255.0	0.0	0.0	0.18	11.0	0.0	0.0	0.3	8.0	4.11	0.0	0.15	0.0	0.34
11100	HNRNPUL1	62.45	2308.0	53.74	128.01	149.88	6107.99	50.68	450.8	30.08	545.06	55.98	39.22	119.42	47.02	33.6
11101	ATE1	3.84	199.0	31.38	83.0	7.68	423.0	0.42	5.0	3.03	77.0	3.45	22.9	6.12	0.39	3.38
11102	RPP14	1.4	119.07	24.09	124.63	3.75	293.24	9.27	184.6	1.42	58.1	1.26	17.58	2.99	8.6	1.59
11103	KRR1	3.71	413.49	0.0	0.0	8.6	1041.64	6.41	167.32	5.56	297.98	3.33	0.0	6.85	5.95	6.21
11104	KATNA1	6.99	117.0	0.0	0.0	14.58	285.0	7.35	27.0	7.84	66.0	6.26	0.0	11.61	6.82	8.75
11105	PRDM7	0.94	27.0	0.0	0.0	0.03	1.0	0.0	0.0	0.51	8.0	0.84	0.0	0.02	0.0	0.57
111064649	SMIM33	0.0	0.0	0.0	0.0	1.37	17.0	0.0	0.0	1.06	6.0	0.0	0.0	1.09	0.0	1.19
11107	PRDM5	0.08	2.0	0.0	0.0	1.6	88.0	0.0	0.0	0.07	2.0	0.07	0.0	1.27	0.0	0.08
11108	PRDM4	6.51	288.0	0.0	0.0	15.51	746.0	5.93	62.0	6.51	139.0	5.83	0.0	12.36	5.5	7.27
111089941	MMP24-AS1-EDEM2	0.16	3.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0
1111	CHEK1	2.9	103.0	0.0	0.0	23.74	835.0	9.0	61.0	6.42	93.0	2.6	0.0	18.92	8.35	7.17
11112	HIBADH	44.31	804.0	0.0	0.0	28.2	556.0	10.72	46.0	15.78	139.0	39.72	0.0	22.47	9.95	17.63
11113	CIT	3.07	257.0	5.02	25.0	12.98	1189.0	3.5	67.0	0.81	32.0	2.75	3.67	10.34	3.25	0.91
11116	CEP43	8.08	430.03	18.24	168.91	6.62	345.14	4.91	114.86	1.53	65.28	7.24	13.31	5.28	4.56	1.71
11117	EMILIN1	2.74	112.0	0.0	0.0	19.36	861.0	0.0	0.0	0.35	7.0	2.45	0.0	15.43	0.0	0.4
11118	BTN3A2	64.91	2383.98	54.09	123.95	12.7	488.68	24.33	216.49	7.75	140.49	58.18	39.48	10.12	22.57	8.66
11119	BTN3A1	63.31	2248.0	30.7	63.0	9.14	358.0	1.27	10.0	1.17	19.0	56.75	22.41	7.28	1.18	1.31
1112	FOXN3	8.3	720.0	9.74	51.0	6.85	645.0	2.03	41.0	2.2	91.0	7.44	7.11	5.46	1.89	2.46
11120	BTN2A1	18.52	552.0	0.0	0.0	13.23	433.0	0.88	6.0	2.39	34.0	16.6	0.0	10.55	0.81	2.67
11122	PTPRT	0.0	0.0	0.0	0.0	0.0	0.0	0.58	19.0	0.1	7.0	0.0	0.0	0.0	0.54	0.12
11123	RCAN3	7.94	380.0	2.41	10.92	3.78	164.0	6.23	83.0	2.12	52.0	7.12	1.76	3.01	5.78	2.37
11124	FAF1	62.92	1399.0	2.35	10.61	36.39	911.05	31.51	219.0	17.09	208.06	56.4	1.71	29.0	29.24	19.09
111240474	CRYZL2P-SEC16B	9.31	502.09	0.0	0.0	0.49	30.27	0.0	0.0	0.0	0.0	8.34	0.0	0.39	0.0	0.0
11126	CD160	0.96	14.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0
11127	KIF3A	2.08	132.0	13.5	55.74	1.45	104.0	8.6	136.56	1.43	45.66	1.87	9.86	1.16	7.98	1.6
11128	POLR3A	4.1	294.0	8.23	36.0	8.84	690.0	3.98	67.0	2.14	74.0	3.67	6.0	7.04	3.69	2.39
11129	CLASRP	46.79	1036.0	0.0	0.0	36.35	872.0	9.09	43.0	9.61	104.0	41.94	0.0	28.96	8.44	10.73
1113	CHGA	0.0	0.0	0.0	0.0	128.76	2559.0	5.34	18.0	4.77	33.0	0.0	0.0	102.59	4.95	5.32
11130	ZWINT	40.36	715.0	0.0	0.0	71.64	1348.0	27.34	115.0	16.84	146.0	36.18	0.0	57.09	25.37	18.81
11131	CAPN11	0.18	5.0	0.0	0.0	0.15	4.0	0.0	0.0	0.0	0.0	0.16	0.0	0.12	0.0	0.0
11132	CAPN10	10.04	262.0	0.0	0.0	15.91	451.0	0.8	4.0	3.35	43.0	9.0	0.0	12.67	0.74	3.74
11133	KPTN	17.22	269.0	0.0	0.0	12.86	215.0	8.74	28.0	8.52	57.0	15.43	0.0	10.25	8.11	9.51
11135	CDC42EP1	66.37	1406.0	42.1	55.0	104.73	2405.0	30.76	154.0	19.66	202.0	59.49	30.73	83.45	28.54	21.95
11136	SLC7A9	9.15	126.0	0.0	0.0	0.29	5.0	2.24	10.0	0.18	2.0	8.2	0.0	0.23	2.08	0.2
11137	PWP1	16.75	426.0	0.0	0.0	46.02	1285.0	18.12	110.0	17.28	213.0	15.02	0.0	36.67	16.82	19.3
11138	TBC1D8	18.79	832.08	0.0	0.0	4.91	237.0	0.0	0.0	1.37	32.02	16.84	0.0	3.91	0.0	1.53
1114	CHGB	0.0	0.0	0.0	0.0	0.56	15.0	0.0	0.0	0.5	6.0	0.0	0.0	0.45	0.0	0.56
11140	CDC37	192.46	2941.0	45.66	43.0	396.18	6544.0	182.87	665.0	137.63	1025.0	172.52	33.32	315.68	169.67	153.71
11141	IL1RAPL1	0.0	0.0	0.0	0.0	0.02	1.0	1.46	13.0	0.0	0.0	0.0	0.0	0.02	1.36	0.0
11142	PKIG	63.26	598.0	5.12	3.0	40.31	422.0	23.72	56.0	22.12	106.0	56.71	3.74	32.12	22.01	24.71
11143	KAT7	15.75	497.0	21.02	75.0	30.4	1066.0	22.89	252.12	6.0	123.14	14.12	15.34	24.22	21.24	6.7
11144	DMC1	0.21	3.0	0.0	0.0	1.08	24.0	1.13	5.57	0.71	7.0	0.18	0.0	0.86	1.05	0.79
11145	PLAAT3	143.71	1329.23	594.58	300.68	5.67	57.2	30.64	58.86	9.68	38.15	128.81	433.95	4.51	28.43	10.81
11146	GLMN	5.31	117.0	0.0	0.0	8.93	217.0	1.53	7.0	3.68	37.0	4.76	0.0	7.12	1.42	4.11
11147	HHLA3	71.74	411.91	31.76	12.0	46.44	266.83	12.41	30.0	17.24	53.0	64.31	23.18	37.01	11.51	19.25
11148	HHLA2	1.04	23.7	0.0	0.0	11.18	293.0	7.24	39.0	4.46	57.0	0.93	0.0	8.9	6.72	4.98
11149	BVES	0.12	7.07	2.58	9.36	1.22	78.88	2.43	33.69	0.96	27.48	0.11	1.88	0.97	2.25	1.07
11151	CORO1A	9.78	151.0	0.0	0.0	33.77	562.0	42.05	152.0	15.91	118.0	8.77	0.0	26.91	39.02	17.76
11152	WDR45	55.15	848.06	231.59	262.24	26.46	436.14	105.71	438.42	38.59	317.37	49.44	169.02	21.08	98.08	43.1
11153	FICD	6.38	215.0	0.0	0.0	2.13	78.0	5.92	47.0	2.7	44.0	5.71	0.0	1.7	5.49	3.01
11154	AP4S1	1.23	40.71	22.12	58.0	2.37	96.0	6.66	67.09	2.07	35.0	1.1	16.15	1.89	6.18	2.31
11155	LDB3	0.31	9.0	9.42	31.0	0.08	2.0	1.26	16.0	0.35	4.0	0.28	6.87	0.06	1.17	0.39
11156	PTP4A3	8.04	218.0	0.0	0.0	17.51	541.0	7.74	46.0	2.52	30.0	7.21	0.0	13.95	7.18	2.82
11157	LSM6	3.52	34.0	0.0	0.0	30.89	332.0	2.11	8.0	16.42	63.0	3.15	0.0	24.61	1.96	18.34
11158	RABL2B	24.22	536.45	0.0	0.0	25.55	625.46	7.09	38.0	1.43	15.88	21.71	0.0	20.36	6.58	1.59
11159	RABL2A	7.19	153.55	0.0	0.0	10.31	237.54	0.0	0.0	0.67	7.12	6.45	0.0	8.21	0.0	0.74
1116	CHI3L1	249.02	4144.0	33.96	35.0	11.1	200.0	15.72	62.0	17.91	145.0	223.21	24.79	8.85	14.59	20.01
11160	ERLIN2	8.45	338.0	0.0	0.0	11.65	628.0	9.95	54.0	5.77	65.0	7.57	0.0	9.28	9.23	6.45
11161	ERG28	79.72	1844.0	34.39	49.0	77.81	1952.0	26.0	142.0	12.84	144.0	71.46	25.1	62.0	24.12	14.34
11162	NUDT6	5.74	56.93	0.0	0.0	8.83	96.32	4.07	9.41	1.78	9.36	5.15	0.0	7.04	3.78	1.99
11163	NUDT4	9.22	396.76	1.7	4.27	115.25	5456.86	34.73	382.98	50.03	1067.57	8.27	1.24	91.83	32.23	55.88
11164	NUDT5	89.11	2956.0	62.67	127.0	57.23	2067.0	48.79	387.0	40.53	656.0	79.88	45.74	45.6	45.27	45.27
11165	NUDT3	30.88	3365.63	6.64	44.07	15.33	1819.15	10.35	264.45	5.82	305.58	27.68	4.85	12.21	9.6	6.5
11167	FSTL1	4.94	264.0	0.0	0.0	22.12	1310.0	0.0	0.0	0.39	10.0	4.43	0.0	17.63	0.0	0.44
11168	PSIP1	11.75	335.24	0.0	0.0	35.4	1098.72	0.77	6.0	4.75	71.38	10.53	0.0	28.21	0.71	5.3
11169	WDHD1	1.21	76.0	0.0	0.0	5.64	390.0	3.64	45.0	0.88	27.0	1.08	0.0	4.5	3.38	0.98
1117	CHI3L2	0.08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	1.0	0.07	0.0	0.0	0.0	0.18
11170	FAM107A	0.46	15.0	0.0	0.0	0.39	13.0	0.0	0.0	0.34	5.0	0.41	0.0	0.31	0.0	0.38
11171	STRAP	12.05	203.0	0.0	0.0	152.67	2974.0	91.59	392.0	101.08	888.0	10.8	0.0	121.65	84.98	112.89
11173	ADAMTS7	1.31	64.0	0.0	0.0	2.15	135.0	0.0	0.0	0.0	0.0	1.18	0.0	1.72	0.0	0.0
11174	ADAMTS6	0.07	5.0	0.0	0.0	0.42	26.0	0.0	0.0	0.07	1.0	0.07	0.0	0.34	0.0	0.08
11176	BAZ2A	9.25	900.26	21.99	69.0	21.53	2287.31	22.23	303.0	7.28	304.1	8.29	16.05	17.16	20.62	8.13
11177	BAZ1A	6.34	352.0	0.0	0.0	14.54	886.0	10.6	142.0	11.24	321.0	5.68	0.0	11.59	9.83	12.55
11178	LZTS1	0.91	56.0	0.0	0.0	1.04	69.0	0.0	0.0	0.0	0.0	0.82	0.0	0.83	0.0	0.0
11179	ZNF277	15.3	315.0	0.0	0.0	14.31	337.0	7.48	31.0	8.16	80.0	13.72	0.0	11.4	6.94	9.11
1118	CHIT1	0.05	1.0	0.0	0.0	0.04	1.0	2.15	11.0	0.48	5.0	0.04	0.0	0.03	1.99	0.53
11180	WDR6	64.29	2737.46	0.0	0.0	103.06	4776.53	4.82	47.62	7.14	144.87	57.63	0.0	82.12	4.47	7.98
11181	TREH	1.4	37.82	0.0	0.0	0.59	18.05	0.0	0.0	0.27	3.56	1.26	0.0	0.47	0.0	0.31
11182	SLC2A6	16.04	393.0	0.71	1.0	6.28	166.0	16.41	89.0	5.12	57.0	14.38	0.52	5.0	15.23	5.72
11183	MAP4K5	7.14	316.0	0.0	0.0	11.38	553.0	1.61	17.0	4.55	99.0	6.4	0.0	9.07	1.49	5.09
11184	MAP4K1	1.24	33.0	17.7	29.0	2.45	71.0	3.66	23.0	0.39	5.0	1.11	12.92	1.95	3.39	0.43
11185	INMT	2.46	63.47	1006.37	1598.4	1.48	41.46	495.93	3020.95	46.68	583.72	2.2	734.49	1.18	460.15	52.13
11186	RASSF1	12.4	213.0	9.17	9.0	28.46	518.0	5.86	22.0	12.56	105.0	11.11	6.69	22.68	5.44	14.03
11187	PKP3	0.14	4.0	0.0	0.0	108.74	3395.0	23.6	160.0	13.94	194.0	0.13	0.0	86.64	21.9	15.57
11188	NISCH	42.55	1888.0	0.0	0.0	39.11	1816.0	0.07	1.0	3.64	69.0	38.14	0.0	31.17	0.07	4.06
11189	CELF3	0.21	18.65	0.0	0.0	3.42	332.47	0.0	0.0	0.0	0.0	0.19	0.0	2.73	0.0	0.0
1119	CHKA	74.0	2209.0	0.0	0.0	34.69	1054.42	20.63	128.0	12.63	166.0	66.33	0.0	27.64	19.14	14.11
11190	CEP250	13.84	1051.0	3.97	37.0	10.65	903.0	7.5	126.0	1.87	76.0	12.41	2.9	8.49	6.96	2.09
11193	WBP4	12.47	298.0	0.0	0.0	15.04	389.0	12.05	68.0	6.65	77.0	11.18	0.0	11.98	11.18	7.42
11194	ABCB8	17.9	865.0	25.04	71.0	16.45	887.0	5.41	59.0	3.09	74.0	16.05	18.27	13.11	5.02	3.45
11196	SEC23IP	4.96	324.0	1.05	5.0	10.48	640.0	5.99	70.0	4.48	114.0	4.45	0.77	8.35	5.56	5.0
11197	WIF1	0.0	0.0	0.0	0.0	0.38	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0
11198	SUPT16H	20.57	969.0	0.0	0.0	73.98	3790.0	18.62	206.0	18.55	425.0	18.44	0.0	58.94	17.28	20.72
11199	ANXA10	2.96	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65	0.0	0.0	0.0	0.0
112	ADCY6	5.32	350.67	0.0	0.0	13.77	986.51	0.69	11.05	0.73	23.9	4.77	0.0	10.97	0.64	0.82
1120	CHKB	58.09	787.0	0.0	0.0	21.44	314.0	11.49	37.0	4.54	30.0	52.07	0.0	17.09	10.66	5.07
11200	CHEK2	19.75	240.0	0.0	0.0	26.89	418.0	12.13	49.0	7.87	48.0	17.71	0.0	21.43	11.26	8.79
11201	POLI	4.33	240.0	6.41	24.0	3.03	152.0	4.03	58.0	1.18	28.0	3.88	4.68	2.41	3.74	1.31
11202	KLK8	0.0	0.0	0.0	0.0	6.2	31.0	0.0	0.0	24.84	43.0	0.0	0.0	4.94	0.0	27.74
1121	CHM	14.0	461.64	70.88	126.0	3.56	183.78	4.8	49.0	4.17	89.0	12.55	51.73	2.83	4.45	4.66
11211	FZD10	0.0	0.0	0.0	0.0	0.22	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0
11212	PLPBP	12.27	299.0	0.0	0.0	35.82	939.0	36.0	206.0	23.96	286.0	11.0	0.0	28.54	33.4	26.76
11213	IRAK3	0.1	9.0	0.0	0.0	0.92	90.0	0.57	12.0	0.19	8.0	0.09	0.0	0.73	0.53	0.21
11214	AKAP13	9.21	932.0	0.0	0.0	10.12	1126.0	5.02	118.0	2.82	157.0	8.25	0.0	8.06	4.66	3.15
11215	AKAP11	4.66	501.0	0.0	0.0	4.15	487.0	0.87	22.0	0.68	35.0	4.17	0.0	3.31	0.81	0.76
11216	AKAP10	2.6	109.0	0.0	0.0	6.89	316.0	1.24	12.0	3.82	78.0	2.33	0.0	5.49	1.15	4.26
11218	DDX20	6.51	245.0	0.0	0.0	10.49	429.0	2.26	20.0	2.91	53.0	5.84	0.0	8.36	2.1	3.26
11219	TREX2	1.63	18.0	0.0	0.0	0.84	10.0	0.0	0.0	0.0	0.0	1.46	0.0	0.67	0.0	0.0
1122	CHML	1.09	84.0	0.0	0.0	3.18	266.0	0.17	3.0	0.94	35.0	0.98	0.0	2.53	0.15	1.05
11221	DUSP10	4.96	144.56	79.68	204.36	2.91	97.99	10.9	150.96	3.53	69.96	4.45	58.15	2.32	10.12	3.94
11222	MRPL3	35.0	567.0	0.0	0.0	148.53	2604.0	43.49	167.0	76.51	603.0	31.37	0.0	118.35	40.35	85.45
11223	MST1L	128.23	6376.68	0.0	0.0	1.57	85.0	0.0	0.0	0.25	6.0	114.94	0.0	1.25	0.0	0.28
11224	RPL35	3234.89	6457.0	3905.58	550.0	8624.98	17765.0	8919.39	4600.0	7998.4	8416.0	2899.66	2850.45	6872.43	8275.93	8933.02
11226	GALNT6	0.27	13.0	0.0	0.0	16.35	878.0	2.91	33.0	0.83	20.0	0.24	0.0	13.03	2.7	0.93
112267855	LOC112267855	0.0	0.0	0.0	0.0	0.07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0
112267857	LOC112267857	0.14	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0
112267859	LOC112267859	0.46	8.0	0.0	0.0	0.04	1.0	2.17	7.0	0.15	1.0	0.41	0.0	0.03	2.01	0.17
112267874	LOC112267874	0.05	1.14	0.0	0.0	0.14	3.35	0.0	0.0	0.0	0.0	0.05	0.0	0.11	0.0	0.0
112267876	LOC112267876	36.02	132.71	680.9	166.0	129.82	505.14	94.58	86.23	50.63	94.49	32.29	496.95	103.44	87.75	56.55
112267886	LOC112267886	0.04	1.0	0.0	0.0	0.07	2.0	0.0	0.0	0.0	0.0	0.03	0.0	0.05	0.0	0.0
112267897	LOC112267897	0.23	3.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0
112267904	LOC112267904	0.0	0.0	0.0	0.0	0.0	0.0	0.24	4.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0
112267939	LOC112267939	0.34	9.17	53.64	90.12	0.43	12.69	0.0	0.0	0.42	5.49	0.3	39.15	0.34	0.0	0.46
112267940	LOC112267940	0.98	32.1	0.0	0.0	0.85	30.37	0.87	6.71	0.0	0.0	0.88	0.0	0.68	0.81	0.0
112267947	LOC112267947	0.0	0.0	0.0	0.0	0.0	0.0	3.16	11.0	0.28	2.0	0.0	0.0	0.0	2.93	0.31
112267951	LOC112267951	0.03	1.0	0.0	0.0	0.2	7.0	0.0	0.0	0.31	5.0	0.03	0.0	0.16	0.0	0.35
112267959	LOC112267959	38.29	3.0	1757.34	13.76	0.0	0.0	1577.75	43.36	327.01	17.49	34.32	1282.58	0.0	1463.93	365.22
112267971	LOC112267971	0.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0
112267992	LOC112267992	0.02	1.0	0.0	0.0	1.15	54.72	0.0	0.0	0.96	20.41	0.02	0.0	0.92	0.0	1.08
112268052	LOC112268052	0.09	1.06	0.0	0.0	0.43	5.22	0.0	0.0	0.19	1.05	0.08	0.0	0.34	0.0	0.21
112268076	LOC112268076	0.0	0.0	0.0	0.0	0.08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0
112268092	LOC112268092	0.21	4.0	0.0	0.0	2.46	51.0	0.22	1.0	2.3	21.0	0.19	0.0	1.96	0.21	2.56
112268102	LOC112268102	0.0	0.0	0.0	0.0	0.67	12.0	2.31	9.0	0.0	0.0	0.0	0.0	0.54	2.14	0.0
112268119	LOC112268119	0.0	0.0	0.0	0.0	0.05	1.03	4.43	21.0	0.0	0.0	0.0	0.0	0.04	4.11	0.0
112268131	LOC112268131	0.5	9.0	0.0	0.0	0.87	18.0	0.0	0.0	0.0	0.0	0.45	0.0	0.7	0.0	0.0
112268145	LOC112268145	0.08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0
112268184	LOC112268184	0.44	14.1	0.0	0.0	0.28	9.63	2.96	22.35	0.0	0.0	0.39	0.0	0.22	2.74	0.0
112268186	LOC112268186	1.78	23.0	0.0	0.0	0.29	4.0	0.0	0.0	0.0	0.0	1.6	0.0	0.23	0.0	0.0
112268211	LOC112268211	0.0	0.0	0.0	0.0	0.07	1.0	0.0	0.0	0.16	1.0	0.0	0.0	0.06	0.0	0.18
112268219	LOC112268219	4.31	116.9	86.43	144.0	3.8	111.73	3.91	25.0	1.72	22.57	3.87	63.08	3.03	3.63	1.92
112268237	LOC112268237	0.25	3.0	0.0	0.0	0.23	3.0	0.0	0.0	0.0	0.0	0.22	0.0	0.18	0.0	0.0
112268238	LOC112268238	5.32	84.0	54.89	54.0	5.96	103.0	17.54	66.0	6.09	47.0	4.77	40.06	4.75	16.27	6.8
112268260	LOC112268260	1.66	46.84	26.54	46.0	0.34	10.44	7.57	50.36	0.66	9.0	1.49	19.37	0.27	7.02	0.74
